Title of the experimentOpened shock.txt...
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 04                                                .	0
 04                                                .	0
 03                                                .	-1
 03                                                .	-1
 03                                                .	-1
 01                                                .	-3
 01                                                .	-3
 01                                                .	-3
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 02                                                .	-2
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 07                                                .	3
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 07                                                .	3
 55                                                U	51
 07                                                .	3
 55                                                U	51
 01                                                .	-3
 01                                                .	-3
 01                                                .	-3
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 07                                                .	3
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
 00                                                .	-4
 00                                                .	-4
 55                                                U	51
 55                                                U	51
 55                                                U	51
 55                                                U	51
